;Unnamed: 0;fecha;texto;retweets;favoritos;hashtags;menciones;localizacion;origen;topic;idioma;polaridad;subjetividad
37;9;2021-07-08 11:30:00;"¡#FelizJueves!

Te compartimos el reporte del clima. ⛅️☁️⛈️⛈️

📲 Mantente alerta de los mensajes de @SGIRPC_CDMX y… https://t.co/X25TQZag74";19;63;['FelizJueves'];['SGIRPC_CDMX'];Ciudad de México;Twitter Media Studio;#FelizJueves;es;0.0;0.0
38;10;2021-07-08 13:09:25;Muy buen día tengan ustedes apreciable comunidad. Que sea un #FelizJueves para todos. Menos mañaneras y más informa… https://t.co/7iyv0tr4ns;19;155;['FelizJueves'];[];;Twitter for iPad;#FelizJueves;es;0.0;0.0
39;11;2021-07-08 06:49:00;Así es como actuamos ante la fuga de una sustancia peligrosa (cloruro férrico) en un vehículo cisterna, debido a un… https://t.co/hCTDR7snZK;20;74;[];[];Madrid, España;Twitter Web App;#FelizJueves;es;0.0;0.0
40;12;2021-07-08 05:59:00;"☕️ Buenos días!
📰 La portada de El Mundo, 8 de julio 2021. #FelizJueves https://t.co/4q85c0QD3T";21;26;['FelizJueves'];[];España;TweetDeck;#FelizJueves;es;0.0;0.0
41;13;2021-07-08 12:30:00;#FelizJueves Que nuestra Madre Santísima, Salud de los enfermos, interceda por nuestras familias y comunidades https://t.co/ex7sn9cL8r;30;102;['FelizJueves'];[];México;Twitter Web App;#FelizJueves;es;0.0;0.0
42;14;2021-07-08 11:17:23;La recuperación económica no se logra con discursos populistas. Trabajo y más trabajo es lo que nos sacará a todos… https://t.co/UUrRtytP51;20;69;[];[];ÜT: 10.995413,-74.813665;Twitter for iPhone;#FelizJueves;es;0.0;0.0
43;15;2021-07-08 12:14:42;#FelizJueves. Que sea un excelente día para tod@s, con la belleza de Julio y la fuerza de jueves;19;133;['FelizJueves'];[];México, DF;Twitter for iPhone;#FelizJueves;es;0.0;0.0
44;1;2021-07-07 18:53:40;"Diablos nena estas haciendo pollo frito?, haha es broma.
pero enserio, haces mucho ruido cuando meas.
eso me gusta.";728;32358;[];[];Monterrey, Nuevo León;Twitter for iPhone;Enserio;es;0.2;0.3
45;2;2021-06-30 13:49:13;Una defensora del acuerdo, que no sabe qué dice el acuerdo, revise que existe el SIVJRNR que parece no conoce y vie… https://t.co/ZzDHsD5lmJ;171;518;[];[];BOGOTA, COLOMBIA;Twitter for iPhone;Enserio;es;0.0;0.0
46;3;2021-07-06 17:21:22;@bielka_maciasr Señora es muy intensa, no se tome nada enserio, el mundo de Karen es un poco loco y algo descabella… https://t.co/ae7C8825eN;27;91;[];['bielka_maciasr'];México;Twitter for iPhone;Enserio;es;0.0;0.0
47;4;2021-07-02 22:51:05;@LITkillah ah aprendiste a volar enserio buena foto carnal;132;10088;[];['LITkillah'];pretty only when I sleep🥱;Twitter for iPhone;Enserio;es;0.0;0.0
48;5;2021-07-05 13:09:07;"🚨 PROBLEMA DE FAIR PLAY

😨 VA MUY ENSERIO 😨

Pon #JUGONES en @LaSextaTV para la ÚLTIMA HORA sobre MESSI. https://t.co/YI6idS1y62";18;140;['JUGONES'];['laSextaTV'];;Twitter Media Studio;Enserio;es;0.7;0.9
49;6;2021-07-02 23:21:39;Hablando enserio ahora. Todo bien, pero como dije antes, los insultos están de más. Podemos divertirnos e ironizar,… https://t.co/uQXFhZrAkw;33;588;[];[];;Twitter Web App;Enserio;es;0.0;0.0
50;1;2021-07-08 00:56:20;Por que o @renancalheiros e outros perdem a linha toda vez em que se fala do Consórcio Nordeste e dos respiradores… https://t.co/ZERmjmE8Iw;2183;7258;[];['renancalheiros'];São Paulo, Brasil;Twitter Media Studio;Loja;pt;0.0;0.0
51;2;2021-07-07 21:30:21;"🚨 É OFICIAL: o Sub é o mais novo patrocinador da @loudgg! 

Faz o L e dá o play no vídeo, que com essa parceria o g… https://t.co/uOauBbsyGw";895;9534;[];['LOUDgg'];Brasil;Twitter Web App;Loja;pt;0.0625;1.0
52;3;2021-07-08 15:17:22;"Prohibido olvidar:
Moreno eliminó la UNA, ex ENAC, que nosotros encontramos en ruinas y reconstruimos.
Ya no hay pr… https://t.co/JcF2mjWUlo";262;412;[];[];Ecuador;Twitter for iPhone;Loja;es;0.0;0.0
53;4;2021-07-06 23:44:11;"então, recapitulando, já temos os seguintes profissionais do ""ministério técnico"" de bolsonaro NEGOCIANDO VACINA:… https://t.co/awiH0dO2Kv";428;2296;[];[];;Twitter for Android;Loja;pt;0.0;0.0
54;5;2021-07-08 15:14:52;"Botafogo seleciona a FutFanatics como parceira na gestão do novo e-commerce da Loja Oficial do Clube.

https://t.co/hGifTOFybE";110;1378;[];[];Rio de Janeiro;Twitter for iPhone;Loja;pt;0.0;0.0
55;6;2021-07-07 18:30:00;🏗️🏡🇾🇪 Alô, torcida tricolor! No aniversário da ABC da Construção, aproveite as ofertas exclusivas para o mês de jul… https://t.co/gHmlsmMmtx;52;1367;[];[];São Paulo;TweetDeck;Loja;pt;0.0;0.0
56;7;2021-07-08 15:00:01;"A Névoa consome tudo, mas a esperança permanece. A Coleção Ruína acaba de chegar à loja.
 
Adquira já e reivindique… https://t.co/Rbi4TGp16e";63;1331;[];[];;Twitter Media Studio;Loja;pt;0.0;0.0
57;8;2021-07-08 16:04:24;Confesso, sou a louca da loja de maquiagem!!Não posso dar uma passadinha que compro milhares de coisas. Ainda mais… https://t.co/VCK76Muamc;64;486;[];[];Rio de Janeiro, Brasil;Twitter for iPhone;Loja;pt;0.0;0.0
58;9;2021-07-06 23:21:10;"CUIDADO! LOJA POR ATACADO GOLPISTA! 

Tem que ser muito sacana para aplicar golpe em empreendedor num momento como… https://t.co/WD1NSZKEvP";69;103;[];[];;Twitter for iPhone;Loja;pt;0.0;0.0
59;10;2021-07-07 15:37:59;"Bandido assalta loja da Vivo, leva vendedora como refém e é morto em troca de tiros com a polícia no RJ; VEJA VÍDEO https://t.co/xLOfcl4IoV";53;201;[];[];;WordPress.com;Loja;pt;0.0;0.0
60;11;2021-07-07 14:45:33;Polícia liberta mulher levada como refém em tentativa de assalto a loja em Angra dos Reis https://t.co/aQrc7Kli8Q https://t.co/mSojIZ4pkI;15;140;[];[];Brasil;dlvr.it;Loja;pt;0.0;0.0
61;12;2021-07-07 14:34:12;CHEGOU A HORA! A nova camisa branca está disponível na @LojaDoFlu e no site https://t.co/eeg7ubrBAC! GARANTA JÁ a s… https://t.co/et2Fei4x3r;63;979;[];['LojaDoFlu'];Rio de Janeiro;Twitter Web App;Loja;pt;0.0;0.0
62;13;2021-07-07 13:07:11;"""Estagi, mas quando vou poder comprar a camisa branca?""

Agora mesmo! Nossa nova armadura já está à venda no site e… https://t.co/7txB1uD3uc";49;586;[];[];Brasil;mLabs - Gestão de Redes Sociais;Loja;pt;0.0;0.0
63;14;2021-07-07 10:00:01;Dia de clássico, a preparação é diferente. Pensamos em todos os detalhes, na melhor formação e em deixa tudo ajusta… https://t.co/1KzIceF4rc;33;686;[];[];Belo Horizonte, Minas Gerais;Twitter Media Studio;Loja;pt;0.0;0.0
64;15;2021-07-08 18:11:45;É tão interessante ver que ainda hoje em dia. Temos que encomendar sapatilhas de ponta do tom da pele quando falamo… https://t.co/TbVYGwgECs;18;195;[];[];New York;Twitter for iPhone;Loja;pt;0.0;0.0
65;1;2021-07-08 15:33:26;Queremos pedirle al Ejecutivo Nacional que asuma este delicado momento que atraviesa el Mercosur con diálogo políti… https://t.co/opCvzHqBnQ;1881;6343;[];[];Buenos Aires, Argentina;Twitter Web App;Unidad;es;0.0;0.0
66;2;2021-07-07 16:29:52;"Desde Argentina condenamos y lamentamos profundamente el asesinato de Jovenel Moïse, presidente de Haití.

Acompaña… https://t.co/a9FS6VKsZQ";1579;9853;[];[];Buenos Aires;Twitter for iPhone;Unidad;es;0.0;0.0
67;3;2021-07-08 05:08:46;Que les pareció el debate? Yo encuentro que le faltó algo de ritmo pero creo que tenemos estar orgullosos de la coa… https://t.co/88eeuvmNzB;422;6481;[];[];Punta Arenas;Twitter for Android;Unidad;es;0.0;0.0
68;4;2021-07-07 11:31:44;España condena firmemente el asesinato del presidente de Haití, Jovenel Moïse. Nuestras condolencias a su familia y… https://t.co/87BWOnrKPF;517;1888;[];[];;Twitter Web App;Unidad;es;0.0;0.0
69;5;2021-07-07 19:25:37;⚠️ La Unidad de Transacciones - @UTSV_informa - informa sobre una baja frecuencia a nivel nacional, afectando nuest… https://t.co/zwbf0yYaEw;237;957;[];['UTSV_informa'];El Salvador;Twitter for Android;Unidad;es;0.0;0.0
70;6;2021-07-06 22:55:01;A Medicina Legal en Villavicencio llegaron los cuerpos de tres mujeres y un hombre, encontrados en límites entre Ur… https://t.co/t3AR35qIKm;525;368;[];[];Bogotá, Colombia;Hootsuite Inc.;Unidad;es;0.2;0.2
71;7;2021-07-07 21:04:04;Lo más exótico es que la Unidad de Protección -@UNPColombia- me reporta este año en un informe, que la @FiscaliaCol… https://t.co/PCC25ZiWng;161;541;[];['UNPColombia', 'FiscaliaCol'];Bogotá D.C.;Twitter for iPhone;Unidad;es;0.0;0.0
72;8;2021-07-07 01:16:45;"#EnVideo📹| Jefe de Estado @NicolasMaduro, las elecciones del #8Ago serán un ejemplo de ""ética y liderazgo"", desde l… https://t.co/scsx6yUbG9";163;66;['EnVideo', '8Ago'];['NicolasMaduro'];Venezuela;Twitter Web App;Unidad;es;0.0;0.0
73;9;2021-07-07 12:55:52;"Hemos conocido el dramático asesinato del presidente de Haití y su mujer.

Como presidente del Gobierno de España a… https://t.co/JPPdN1nwr9";78;135;[];[];España;Twitter Media Studio - LiveCut;Unidad;es;0.0;0.0
74;10;2021-07-08 03:01:13;Gobierno de @IvanDuque debe garantizar la vida del periodista Jose Alberto Tejada. La Unidad Nacional de Protección… https://t.co/Ux8FGZSyy5;122;131;[];['IvanDuque'];Colombia;Twitter for Android;Unidad;es;0.0;0.0
75;11;2021-07-07 14:00:10;Panamá lamenta y condena de manera enérgica el asesinato del Pdte. de Haití, Jovenel Moïse. Nuestra solidaridad con… https://t.co/YMeTXHJdAp;156;521;[];[];Panamá;Twitter for iPhone;Unidad;es;0.0;0.0
76;12;2021-07-07 10:00:54;"‼️ ÚLTIMA HORA

👉🏻 Frente a las leyes sectarias de la izquierda que promueven el odio y el enfrentamiento con su Me… https://t.co/hnS2OF1zUl";120;226;[];[];Andalucía, España;Twitter Web App;Unidad;es;0.0;0.0
77;13;2021-07-08 14:16:29;El gobierno “de unidad de la izquierda” está a chuletazo limpio.;91;432;[];[];España;Twitter for iPad;Unidad;es;0.0;0.0
78;14;2021-07-07 19:41:09;Nuestra fuerza es la de la razón en la unidad. #JusticiaPorSamuel https://t.co/MOjgGVh5Uo;64;84;['JusticiaPorSamuel'];[];Castilla-La Mancha;Twitter Web App;Unidad;es;0.0;0.0
79;15;2021-07-07 17:09:45;"Conversamos con organizaciones sociales del departamento de Santa Cruz en Lauca Ñ, Trópico de #Cochabamba.
Nuestro… https://t.co/Iaaqo4SuA8";63;200;['Cochabamba'];[];;Twitter for Android;Unidad;es;0.0;0.0
80;1;2021-07-07 18:00:12;Mucha tristeza por la muerte de Lole. Fue mi ídolo como corredor, lo seguí durante todo su paso por la Fórmula 1. D… https://t.co/sLovBT4lGG;3025;18402;[];[];Buenos Aires, Argentina;Twitter for iPhone;Ídolo;es;0.0;0.0
81;2;2021-07-07 03:10:37;"Nace un ídolo

el Dibu Martinez

🇦🇷❤️";512;2882;[];[];Argentina;Twitter for iPhone;Ídolo;es;0.0;0.0
82;3;2021-07-07 12:00:24;Hoje é aniversário do Talismã da Fiel! O ídolo Tupãzinho, que marcou o gol do título do nosso primeiro @Brasileirao… https://t.co/f2m9aczDaU;205;2429;[];['Brasileirao'];São Paulo/Brasil;mLabs - Gestão de Redes Sociais;Ídolo;pt;0.0;0.0
83;4;2021-07-07 11:00:19;"Ídolo do Timão, Chicão se despedia do Corinthians há oito anos! 🖤

Foram 2⃣4⃣7⃣ jogos, 4⃣2⃣ gols e 7⃣ títulos com a… https://t.co/1HAM5ezUUU";200;2727;[];[];São Paulo/Brasil;mLabs - Gestão de Redes Sociais;Ídolo;pt;0.0;0.0
84;5;2021-07-08 15:02:24;"Luiz Antônio virou FELIPE! E ele virou ÍDOLO! 🦁  

Felipe renova até o fim de 2023. Natural de Maranguape/CE, o cam… https://t.co/5UCBHd6KAs";112;1412;[];[];Fortaleza, Brasil;Twitter Media Studio;Ídolo;pt;0.1;0.4
85;6;2021-07-07 17:46:03;"Murió Carlos Reutemann. Ídolo deportivo y gran ser humano.
El país habría cambiado si en 2003 aceptaba ser candidat… https://t.co/JN8hsqacWw";101;280;[];[];;Twitter for Android;Ídolo;es;0.0;0.0
86;7;2021-07-07 20:09:34;No dia 7 de julho de 1905, nascia em Santos, Araken Patusca. Ele jogou pelo Peixe de 1923 a 1929, e depois de 1935… https://t.co/a10ZAkJWr2;58;830;[];[];Santos, SP, Brasil;Twitter Web App;Ídolo;pt;0.0;0.0
87;8;2021-07-07 03:11:51;"Qué ídolo Emiliano Martínez. 

Se metió en la cabeza de los colombianos.";41;707;[];[];California.;Twitter for iPhone;Ídolo;es;0.0;0.0
88;9;2021-07-07 17:35:54;Adiós, ídolo... con Reutemann se va el último argentino de los tres que alguna vez ganaron un Gran Premio de Fórmul… https://t.co/fcVl3mo9jo;35;220;[];[];Argentina;TweetDeck;Ídolo;es;0.0;0.0
89;10;2021-07-07 14:06:49;Patricia e Renata, filhas do torturador Brilhante Ustra, ídolo de Bolso e demais fascistas, recebem pensão mensal e… https://t.co/YAojJQQql2;50;151;[];[];Fortaleza - CE;Twitter Web App;Ídolo;pt;0.0;0.0
90;11;2021-07-06 21:30:14;Thiago me recuerda a un señor que juega conmigo los martes que su ídolo es Riquelme y da bastante lástima el hombre.;82;527;[];[];Ibiza - Madrid;Twitter for iPhone;Ídolo;es;0.0;0.0
91;12;2021-07-07 11:38:31;Corre aqui, bolsominion. O Estadão, que ajudou a eleger seu ídolo, tem uma notícia pra você. https://t.co/bHCyV99fIf;48;299;[];[];Brazil;Twitter for Android;Ídolo;pt;0.0;0.0
92;13;2021-07-07 23:02:56;👏 ¡Ídolo AURINEGRO! La “gambeta” @Williamendezg representa la identidad, sentido de pertenencia y el amor incondici… https://t.co/hlWHDt1DnY;45;163;[];['Williamendezg'];Táchira - Venezuela;Twitter for iPhone;Ídolo;es;0.0;0.0
93;14;2021-07-07 03:43:50;Hoy Argentina tiene a un ídolo nuevo: Emiliano Martínez. Qué temple del portero argentino y qué colmillo en los pen… https://t.co/qWVBsNNdJg;42;416;[];[];Ciudad de México;Twitter Web App;Ídolo;es;0.0;0.0
94;15;2021-07-07 22:16:28;Ídolo histórico do Fluminense, Carlos Alberto Pintinho é o convidado do Boteco Brahma Tricolor! A resenha de pré-jo… https://t.co/S9GEUwKTrx;22;635;[];[];Rio de Janeiro;Twitter for iPhone;Ídolo;pt;0.0;0.0
95;1;2021-07-08 03:45:21;"6月にTwitterにあげていた写真
正解は
福島県庁TOKIO課の看板を
作っていましたー
彫刻にもハマりそうです
ものづくりって本当に楽しい！ https://t.co/zWw81E5UW3";2641;32991;[];[];日本;Twitter for iPhone;Tokio;ja;0.0;0.0
96;2;2021-07-08 10:10:37;El primer ministro de Japón, Yoshide Suga, dijo este jueves que había decidido declarar un nuevo estado de emergenc… https://t.co/Un3kbQoeoK;415;530;[];[];En todas partes;SocialFlow;Tokio;es;0.0;0.0
97;3;2021-07-08 10:06:54;"福島県庁TOKIO課看板
「TO」を彫り終えた社長から、企画担当副社長へ
バトンタッチ👋
株TOKIO公式HPにてメイキング動画も公開中です！

ちなみに「TO」「KI」「O課」年齢順担当で！と決めたのはこの方です🤣… https://t.co/54PlLyZyrK";1123;13190;[];[];日本;Twitter Web App;Tokio;ja;0.0;0.0
98;4;2021-07-08 13:26:28;🔴ÚLTIMA HORA | Los organizadores deciden celebrar los Juegos Olímpicos de Tokio sin espectadores por el avance del… https://t.co/o1nTZ7kFlP;592;1165;[];[];Madrid;Twitter Media Studio;Tokio;es;0.0;0.0
99;5;2021-07-08 01:21:12;"さらに、福島県庁「TOKIO課」に
てづくりの看板を設置致しました！
名刺を作った時に、加工できなかった部分の木材を使用しています🙌

そのメイキング動画を、株式会社TOKIO公式サイトで公開しておりますので、ぜひご覧ください📹
https://t.co/27pT9HJkna";796;8034;[];[];日本;Twitter Web App;Tokio;ja;0.0;0.0
100;6;2021-07-08 09:16:00;El Gobierno de Japón pone a Tokio bajo estado de emergencia en plenos Juegos Olímpicos, que podrían celebrarse sin… https://t.co/mDHHmzpxCe;315;396;[];[];;TweetDeck;Tokio;es;0.0;0.0
101;7;2021-07-08 09:18:43;Japón declara un nuevo estado de emergencia en Tokio que coincidirá con los JJOO. #Tokyo2020… https://t.co/NqtJOlIMAP;565;608;['Tokyo2020'];[];Madrid;TweetDeck;Tokio;es;0.0;0.0
102;8;2021-07-08 08:55:16;#ULTIMAHORA El primer ministro japonés anunció que se declarará de nuevo el estado de emergencia en Tokio ante el a… https://t.co/SOCSL5rDXc;524;630;['ULTIMAHORA'];[];Montevideo, Uruguay;TweetDeck;Tokio;es;0.0;0.0
103;9;2021-07-08 12:02:23;Japón confirma el estado de emergencia en Tokio que imperará durante los Juegos Olímpicos. #COVID19 #Coronavirus… https://t.co/v1yYdVWlvb;291;507;['COVID19', 'Coronavirus'];[];;Hootsuite Inc.;Tokio;es;0.0;0.0
104;10;2021-07-07 15:01:05;"TOKIO、『福島県庁 TOKIO課』始動　オール県内撮影の新テレビCMで魅力発信
https://t.co/06zZdg5Wnk

 #TOKIO #松岡昌宏 #城島茂 #国分太一 #CM @tokioinc_taichi";314;1137;['TOKIO', '松岡昌宏', '城島茂', '国分太一', 'CM'];['tokioinc_taichi'];東京都港区六本木;ORICON NEWS;Tokio;ja;0.0;0.0
105;11;2021-07-08 11:15:03;"#Alerta | Japón declara el estado de emergencia en Tokio; coincidirá con los Juegos Olímpicos… https://t.co/tGww7qqM6Z";283;666;['Alerta'];[];Ciudad de México;Hootsuite Inc.;Tokio;es;0.0;0.0
106;12;2021-07-08 13:34:57;"#ULTIMAHORA ""No habrá espectadores"" en los Juegos de Tokio por el covid-19 (ministro japonés) #AFP #AFPdeportes https://t.co/XgquxGl6P8";357;473;['ULTIMAHORA', 'AFP', 'AFPdeportes'];[];Montevideo, Uruguay;TweetDeck;Tokio;es;0.0;0.0
107;13;2021-07-08 10:25:11;Es definitivo: los Juegos Olímpicos de Tokio se celebrarán con un Estado de Emergencia impuesto en la capital de Ja… https://t.co/2LmP6Joze3;218;382;[];[];Bilbao;Twitter for Android;Tokio;es;0.0;0.0
108;14;2021-07-08 16:00:08;Declaran un nuevo estado de emergencia por coronavirus en Tokio y cubrirá los 16 días de los Juegos Olímpicos.  https://t.co/b7xn2G0B7X;241;346;[];[];En todas partes;SocialFlow;Tokio;es;0.0;0.0
109;15;2021-07-08 14:26:03;De cara a los próximos Juegos Olímpicos que se celebrarán en Tokio, el emperador de Japón, Naruhito, se siente extr… https://t.co/Xo5ijxnPYE;185;449;[];[];Centro de la Ciudad de México;Twitter Web App;Tokio;es;0.0;0.0
110;1;2021-07-07 02:00:05;RT and follow @OriginalFunko for the chance to WIN a Twenty One Pilots - Tyler Joseph and Joshua Dun Pop! set! Not… https://t.co/PGJqjpidT6;4523;3054;[];['OriginalFunko'];Everett, WA;Khoros Publishing App;tyler;en;1.0;0.4
111;2;2021-07-07 15:59:31;"CALL ME IF YOU GET CHOPPED 🗣 @tylerthecreator @candlestickem 

Tyler's latest album gets the ChopNotSlop remix trea… https://t.co/PMbBxKVNNy";422;3350;[];['tylerthecreator', 'candlestickem'];;TweetDeck;tyler;en;0.5;0.9
112;3;2021-07-07 16:23:38;Tyler 😭😭😭 https://t.co/SkyrnTdr57;478;4281;[];[];;Twitter for iPhone;tyler;en;0.0;0.0
113;4;2021-07-06 16:24:33;Another great week for Columbia Records! Congratulations to Tyler, The Creator for debuting number one album on the… https://t.co/eEwsQpOkx5;10586;39980;[];[];NY / LA;Twitter for iPhone;tyler;en;1.0;0.75
114;5;2021-07-08 01:01:10;Tyler The Creator coloca 13 faixas de novo álbum na Billboard Hot 100 - https://t.co/H0c5Zxn7YH https://t.co/cnybWWg7s4;190;3055;[];[];Rio de Janeiro / São Paulo;PortalRapmais;tyler;pt;0.25;0.8500000000000001
115;6;2021-07-07 14:22:19;"USA Track and Field will not add Sha'Carri Richardson to the 4x100 meters relay team (even though they can) to ""mai… https://t.co/gREkhWXSyc";129;1464;[];[];New York, NY;Twitter Web App;tyler;en;0.0;0.0
116;7;2021-07-08 15:28:00;Anderson Cooper was not expecting that response! The truth is 81% of black Americans want just as much or GREATER p… https://t.co/uVSx5H4hpq;81;274;[];[];🇺🇸🇺🇸🇺🇸;TweetDeck;tyler;en;0.16666666666666669;0.4666666666666667
117;8;2021-07-07 21:42:27;"Tyler Linderbaum: no. 3️⃣ on the PFFCollege50

The #1 Offensive Lineman in CFB https://t.co/yoJiMJHsJA";79;804;[];[];Cincinnati, OH;Twitter for iPhone;tyler;en;0.0;0.0
118;9;2021-07-07 16:47:13;"Tyler, The Creator &amp; The Chopstars - CALL ME IF YOU GET CHOPPED (Album Stream)

https://t.co/UgoLRmS5C7 [… https://t.co/0xxA7vPZwY";68;186;[];[];#ILLROOTS4;Twitter for iPhone;tyler;en;0.0;0.0
119;10;2021-07-08 13:02:38;TYLER DURDEN: Welcome to Fight Club. The first rule of Fight Club is: you do not talk about Fight Club. The second… https://t.co/ZE21MCx3RY;82;463;[];[];London, from Adelaide;Twitter for Android;tyler;en;0.525;0.6166666666666667
120;11;2021-07-07 13:01:17;"#Alabama head coach @nate_oats with the 360 on Lake Tuscaloosa. 

(Video via @tyler_hearing) https://t.co/XLaCeNTk2M";137;1289;['Alabama'];['nate_oats', 'tyler_hearing'];Tuscaloosa;Twitter for iPhone;tyler;en;0.0;0.0
121;12;2021-07-07 15:44:04;When Senior Airman Tyler J. Vance, structural journeyman at Aviano Air Base, Italy, noticed water gushing from a ce… https://t.co/PyVaypZCyg;40;159;[];[];;Sprout Social;tyler;en;-0.8;1.0
122;13;2021-07-07 15:12:52;"Tyler est plus matinal que le reste du groupe.

Tyler is clearly a morning person.

#GoHabsGo https://t.co/aGdmvMtTp5";44;1073;['GoHabsGo'];[];Montréal;Twitter Media Studio;tyler;fr;0.10000000000000002;0.3833333333333333
123;14;2021-07-08 00:00:00;"""Going to Kentucky has set me up for success down the line"" - Tyler Herro 

The USA Basketball practices are starti… https://t.co/Er5uYo6Qbw";51;473;[];[];Kentucky, USA;TweetDeck;tyler;en;0.0722222222222222;0.14444444444444446
124;15;2021-07-07 02:30:33;13(!) songs from @tylerthecreator's #CallMeIfYouGetLost have charted on the Billboard Hot 100 🌸🏆… https://t.co/x1nGfS19Eq;200;2259;['CallMeIfYouGetLost'];['tylerthecreator'];;TweetDeck;tyler;en;0.125;0.925
125;1;2021-07-07 15:11:43;Juez Federal determina que Silvano Aureoles violó libertad de expresión de maestro en Aguililla. https://t.co/63dGiVLyne;713;1244;[];[];Mexico, ME;Hootsuite Inc.;Juez;es;0.0;0.0
126;2;2021-07-07 16:17:20;Juez Federal gira orden de aprehensión en contra de Ramón Eduardo Pequeño, ex mando de la PF. https://t.co/j4AJRg5SVG;1020;1791;[];[];Mexico, ME;Hootsuite Inc.;Juez;es;0.0;0.0
127;3;2021-07-07 22:37:14;La prueba de que vivimos una dictadura desde el golpe lagarto del 2019, es lo dicho por la señora Barrios que dice… https://t.co/7V3xGwpBEh;1055;3050;[];[];Lima;Twitterrific for iOS;Juez;es;0.0;0.0
128;4;2021-07-07 04:06:59;"Cuando hay Estado de Derecho un humilde juez puede parar hasta una reforma migratoria.
Pregunten en Estados Unidos.… https://t.co/mGOhXa0PBx";1671;7827;[];[];Lima, Peru;Twitter for Android;Juez;es;0.0;0.0
129;5;2021-07-08 15:50:47;#ÚLTIMAHORA | Juez ordena aprehensión de Miguel Alemán Magnani por presunta defraudación fiscal… https://t.co/0NZrrurX90;444;1013;['ÚLTIMAHORA'];[];México;TweetDeck;Juez;es;0.0;0.0
130;6;2021-07-07 14:07:07;Nos toca a nosotras y nosotros, en el ejercicio de un derecho que hemos conquistado y al que no habremos de renunci… https://t.co/p9gyyZDGh9;428;658;[];[];Mexico;Twitter for iPhone;Juez;es;0.0;0.0
131;7;2021-07-07 17:46:18;Acciones UIF. https://t.co/jSakdRkfnk;1502;4026;[];[];Ciudad de México;Twitter for Android;Juez;es;0.0;0.0
132;8;2021-07-07 04:03:20;El juez puede solicitar el auxilio policial para cumplir su resolución y solicitar al Ministerio Público iniciar in… https://t.co/Hf7sS65zf5;199;816;[];[];Lima, Peru;Twitter for Android;Juez;es;0.0;0.0
133;9;2021-07-07 01:19:40;"Un tal Castiglioni dice que el Congreso debe ""acatar"" la orden de un juez contra el Congreso. Se nota que quiere se… https://t.co/37w0rNecmu";509;2179;[];[];Lima;Twitterrific for iOS;Juez;es;0.0;0.0
134;10;2021-07-08 17:01:21;Una vergüenza el voto del juez Rosenkrantz. El fundamento de su disidencia es que no se trataba de una sentencia de… https://t.co/zxloZbFStP;215;560;[];[];Buenos Aires, Argentina;Twitter for iPhone;Juez;es;0.0;0.0
135;11;2021-07-08 15:39:14;Un juez ordenó la aprehensión del empresario Miguel Alemán Magnani por su presunta responsabilidad en defraudación… https://t.co/qypXIe5LKP;182;524;[];[];;Twitter for iPhone;Juez;es;0.0;0.0
136;12;2021-07-06 21:38:00;#NoticiasUno| Anuncio de Barbosa en Armenia sobre captura de supuestos vándalos fue hecho después de que juez los h… https://t.co/296g932ujm;674;983;['NoticiasUno'];[];Bogotá, Colombia.;TweetDeck;Juez;es;0.0;0.0
137;13;2021-07-07 19:07:17;Por orden de un juez, cuentas bancarias de Cabeza de Vaca seguirán congeladas. https://t.co/w1tlzODiFg;157;383;[];[];Mexico, ME;Hootsuite Inc.;Juez;es;0.0;0.0
138;14;2021-07-08 17:20:00;Un Juez federal giró una orden de aprehensión contra el empresario Miguel Alemán Magnani, debido a la presunta defr… https://t.co/bwFpZqXfG6;69;127;[];[];México;TweetDeck;Juez;es;0.0;0.0
139;15;2021-07-07 10:28:30;#ÚltimaHora 🔴 El juez pide a Defensa y a Exteriores todas las comunicaciones y documentos sobre la entrada de Brahi… https://t.co/WV042b6VmQ;142;285;['ÚltimaHora'];[];España;Besocy_Oficial;Juez;es;0.0;0.0
140;1;2021-07-08 11:06:16;Senadores de EEUU respaldan investigación de CIDH en Colombia https://t.co/DP7gxRSGuW;913;2192;[];[];Colombia;Twitter for iPhone;EEUU;gl;0.0;0.0
141;2;2021-07-08 13:31:10;"Según el uribismo:

- La @CIDH es comunista.
- La @mbachelet es de izquierda.
- La @ONUHumanRights es marxista.
- E… https://t.co/PQypxbSHOp";634;1292;[];['CIDH', 'mbachelet', 'ONUHumanRights'];Colombia;Twitter for Android;EEUU;es;0.0;0.0
142;3;2021-07-07 23:02:00;"Senadores de EEUU anuncian en carta a Biden, su respaldo a la investigación de la CIDH en Colombia
https://t.co/IfekrrjDbE";355;613;[];[];Bogotá, Colombia;TweetDeck;EEUU;es;0.0;0.0
143;4;2021-07-07 17:34:39;#ÚLTIMAHORA La primera dama de Haití, herida en el ataque, será evacuada a Miami (embajador haitiano en EEUU) #AFP https://t.co/3otb2cm3Vi;303;466;['ÚLTIMAHORA', 'AFP'];[];Montevideo, Uruguay;TweetDeck;EEUU;es;0.0;0.0
144;5;2021-07-07 17:23:56;"#ÚLTIMAHORA Asesinos del presidente haitiano eran mercenarios ""profesionales"" (embajador de Haití en EEUU) #AFP https://t.co/XCKZXxWs2l";379;546;['ÚLTIMAHORA', 'AFP'];[];Montevideo, Uruguay;TweetDeck;EEUU;es;0.0;0.0
